sheet,row_index,codigo,nome_cientifico,nome_popular,filo,classe,ordem,familia,genero,especie,localizacao,data_coleta,origem,coletor,taxonomia_id,localidade_id,especie_id,status,error,action
Rubiaceae R2,869,R2.3,Ixora coccinea,Mini ixora amarela,Antophyta,Magnolipsida,Gentianales,Rubiaceae,,Ixora coccinea,IFNMG - Januária MG,,Cultivada,Erick Soares,,,,,,
Rubiaceae R2,870,R2.4,Richardia scabra,Poaia do Cerrado,Antophyta,Magnolipsida,Gentianales,Rubiaceae,,Richardia scabra,IFNMG - Januária MG,,Nativa,Arthur Ferreirra,,,,,,
Rubiaceae R2,871,R2.5,Ixora coccinea,Ixora Vermelha,Antophyta,Magnolipsida,Gentianales,Rubiaceae,,Ixora coccinea,IFNMG - Januária MG,,Cultivada,Milene Santos,,,,,,
Rubiaceae R2,872,R2.6,Ixora coccinea,Ixora Vermelha,Antophyta,Magnolipsida,Gentianales,Rubiaceae,,Ixora coccinea,R. prof Manuel Ambrósio - Januária MG,,Cultivada,Andreza Coutinho,,,,,,
Rubiaceae R2,873,R2.7,Ixora coccinea,Ixora Vermelha,Antophyta,Magnolipsida,Gentianales,Rubiaceae,,Ixora coccinea,IFNMG - Januária MG,,Cultivada,Vitória de Jesus,,,,,,
Rubiaceae R2,874,R2.8,Ixora coccinea,Ixora Vermelha,Antophyta,Magnolipsida,Gentianales,Rubiaceae,,Ixora coccinea,IFNMG - Januária MG,,Cultivada,Brenda,,,,,,
Rubiaceae R2,875,R2.9,Ixora coccinea,Ixora Vermelha,Antophyta,Magnolipsida,Gentianales,Rubiaceae,,Ixora coccinea,Praça Getulio Vargas - Januária MG,,Cultivada,"Neila, Caroline, Hellen, Adriele, Laires, Lairton, William.",,,,,,
Rubiaceae R2,876,R2.10,Ixora coccinea,Ixora Vermelha,Antophyta,Magnolipsida,Gentianales,Rubiaceae,,Ixora coccinea,Praça Tiradentes - Januária MG,,Cultivada,Manuela Gonçalves de Almeida,,,,,,
Rubiaceae R2,877,R2.11,Ixora coccinea,Ixora Vermelha,Antophyta,Magnolipsida,Gentianales,Rubiaceae,,Ixora coccinea,IFNMG - Januária MG,,Cultivada,Camila Lopo,,,,,,
Rubiaceae R2,878,R2.12,Ixora coccinea,Ixora Vermelha,Antophyta,Magnolipsida,Gentianales,Rubiaceae,,Ixora coccinea,"R. Coronel Cerrao - Centro, Januária MG.",,Cultivada,Umberto da Rocha Rodrigues,,,,,,
Rubiaceae R2,879,R2.13,Ixora coccinea,Ixora Vermelha,Antophyta,Magnolipsida,Gentianales,Rubiaceae,,Ixora coccinea,IFNMG - Januária MG,,Cultivada,Larissa Marinho,,,,,,
Rubiaceae R2,880,R2.14,Ixora coccinea,Ixora Vermelha,Antophyta,Magnolipsida,Gentianales,Rubiaceae,,Ixora coccinea,IFNMG - Januária MG,,Cultivada,João Vitor Ferreira,,,,,,
Rubiaceae R2,881,R2.15,Ixora coccinea,Ixora Vermelha,Antophyta,Magnolipsida,Gentianales,Rubiaceae,,Ixora coccinea,IFNMG - Januária MG,,Cultivada,Yaua Santos Silva,,,,,,
Rubiaceae R2,882,R2.16,Ixora coccinea,Ixora Vermelha,Antophyta,Magnolipsida,Gentianales,Ixora coccinea,,Ixora coccinea,IFNMG - Januária MG,,Cultivada,Ketley,,,,,,
Rubiaceae R2,883,R2.17,Ixora coccinea,Ixora Vermelha,Antophyta,Magnolipsida,Gentianales,Rubiaceae,,Ixora coccinea,Jaíba - MG,,Cultivada,Ana Júlia de Souza,,,,,,
Rubiaceae R2,884,R2.18,Richardia grandiflora,Ipeca Mirim,Antophyta,Magnolipsida,Gentianales,Rubiaceae,,Richardia grandiflora,Januária - MG,,Nativa,Carlos Gabriel,,,,,,
Rubiaceae R2,885,R2.19,Ixora coccinea,Ixora,,Magnolipsida,Gentianales,Ixora coccinea,,Ixora coccinea,IFNMG - Campus Januária,,Cultivada,Veronica de Fátima,,,,,,
Rubiaceae R2,886,R2.20,Ixora chinensis,Ixora,,Magnolipsida,Gentianales,Ixora,,Ixora chinensis,Januária - MG,,Cultivada,Tauana,,,,,,
Rubiaceae R2,887,R2.21,Genipa americana L.,Jenipapo,Antophyta,Magnolipsida,Gentianales,Rubiaceae,,Genipa americana L.,"Itacarambi, Comunidade Bom Retiro - MG",,Nativa,Andreza Coutinho,,,,,,
Rubiaceae R2,888,R2.22,Richardia brasiliensis,Richardia,Antophyta,Magnolipsida,Gentianales,Rubiaceae,,brasiliensis,"15°26'53.81""S 44°22'10.14""O",,Nativa,Tiago de Souza Rodrigues,,,,,,
Rubiaceae R2,889,R2.23,Genipa americana L.,Jenipapo,Antophyta,Magnolipsida,Gentianales,Rubiaceae,,americana L.,"15°18'2""S 44°23'11""W 590m",,Nativa,Wellerson Nunes,,,,,,
Rubiaceae R2,890,R2.24,Richardia scabra L.,Poaia do Cerrado,Antophyta,Magnolipsida,Gentianales,Rubiaceae,,scabra L.,IFNMG- Campus Januária,,Nativa,Paula Vitória Santos Alkmin,,,,,,
Rubiaceae R2,891,R2.25,Genipa americana,Jenipapeiro,Antophyta,Magnolipsida,Gentianales,Rubiaceae,,americana,"-15,424466, -44,402095",,Nativa,Cyrus Pereira Araújo,,,,,,
Rubiaceae R2,892,R2.26,Ixora coccinea,Ixora,Antophyta,Magnolipsida,Gentianales,Rubiaceae,,Ixora coccinea,IFNMG - Januária,,Cultivada,Desconhecido,,,,,,
Rubiaceae R2,893,R2.27,Genipa americana,Jenipapo,Antophyta,Magnolipsida,Gentianales,Rubiaceae,,americana,"LAT.S: 15°28'45"" e LONG.O: 44°22'10""",,Nativa,Pedro Mateus Farias,,,,,,
Rubiaceae R2,894,R2.27,Ixora coccinea,,,,,,,,Riacho da cruz -15.347591 -44.238003,,Cultivada,Everton,,,,,,
Rubiaceae R2,895,R.28,Genipa americana,,,,,,,,15º27`11.4`S -44º22`13.1`W,,,Laressa Gomes,,,,,,
Rutaceae R3,896,R3.1,Citrus limonum Risso,Limão Galego,Antophyta,Magnoliopsida,Sapindales,Rutaceae,,Citrus limonum Risso,IFNMG - Januária - MG,,Cultivada,Gabriel Cardoso,,,,,,
Rutaceae R3,897,R3.2,Citrus sinensis,Laranja,Antophyta,Magnoliopsida,Sapindales,Rutaceae,,Citrus sinensis,IFNMG - Januária - MG,,Cultivada,José Mourão,,,,,,
Rutaceae R3,898,R3.3,Murray paniculata (L.) Jack,Murta de Cheiro,Antophyta,Magnoliopsida,Sapindales,Rutaceae,,Murray paniculata (L.) Jack,IFNMG - Januária - MG,,Cultivada,Ana Flávia,,,,,,
Rutaceae R3,899,R3.4,Citrus limonia,Limão Cravo,Antophyta,Magnoliopsida,Sapindales,Rutaceae,,Citrus limonia,"Fazenda Yamado, Projeto Jaíba - MG",,Cultivada,Mariane Gonçalves Oliveira,,,,,,
Rutaceae R3,900,R3.5,Murray paniculata (L.) Jack,Murta de Cheiro / Murta dos Jardins,Antophyta,Magnoliopsida,Sapindales,Rutaceae,,Murray paniculata (L.) Jack,"R: Padre Ramiro, 7 Centro. Januária - MG",,Cultivada,Caroline,,,,,,
Rutaceae R3,901,R3.6,Citrus limon,Limão Siciliano,Antophyta,Magnoliopsida,Sapindales,Rutaceae,,Citrus limon,Restaurante Babalú- Janúaria - MG,,Cultivada,Elane Cristina de Souza Santos,,,,,,
Rutaceae R3,902,R3.7,Citrus limonum Risso,Limão Galego,Antophyta,Magnoliopsida,Sapindales,Rutaceae,,Citrus limonum Risso,Itacarambi - MG,,Cultivada,Lucas Monteiro Aguiar,,,,,,
Rutaceae R3,903,R3.8,Citrus latifolia,Limão Taiti,Antophyta,Magnoliopsida,Sapindales,Rutaceae,,Citrus latifolia,Januária - MG,,Cultivada,Flávia Lisboa,,,,,,
Rutaceae R3,904,R3.9,Citrus aurantifolia,Laranja lima,Antophyta,Magnoliopsida,Sapindales,Rutaceae,,aurantifolia,"Fazenda lagoa Nova, Patis - MG",,Cultivada,Ketley,,,,,,
Rutaceae R3,905,R3.10,Citrus limon,,Antophyta,Magnoliopsida,Sapindales,Rutaceae,,Citrus limon,Manga - MG,,Cultivada,Widy,,,,,,
Rutaceae R3,906,R3.11,Citrus latifolia,Limão Taiti,Antophyta,Magnoliopsida,Sapindales,Rutaceae,,Citrus latifolia,IFNMG - Campus Januária MG,,Cultivada,Guilherme Cangussu,,,,,,
Scrophulariaceae S1,907,S1.1,Leucophyllum frutescens,Folha de Prata \ Chuva de Prata,Antophyta,Magnoliopsida,Lamiales,Scrophulariaceae,,Leucophyllum frutescens,"Praça Getúlio Vargas, Janúaria - MG",,Cultivada,Marcos,,,,,,
Scrophulariaceae S1,908,S1.2,Leucophyllum frutescens,Folha de Prata \ Chuva de Prata,Antophyta,Magnoliopsida,Lamiales,Scrophulariaceae,,Leucophyllum frutescens,"Praça Getúlio Vargas, Janúaria - MG",,Cultivada,Lucas Alves Ferreira,,,,,,
Scrophulariaceae S1,909,S1.3,Leucophyllum frutescens,Folha de Prata \ Chuva de Prata,Antophyta,Magnoliopsida,Lamiales,Scrophulariaceae,,Leucophyllum frutescens,Januária MG,,Cultivada,Higor Amauri,,,,,,
Scrophulariaceae S1,910,S1.4,Leucophyllum frutescens,Folha de Prata \ Chuva de Prata,Antophyta,Magnoliopsida,Lamiales,Scrophulariaceae,,Leucophyllum frutescens,"Praça Getúlio Vargas, Janúaria - MG",,Cultivada,Jaqueline,,,,,,
Scrophulariaceae S1,911,S1.5,Leucophyllum frutescens,Folha de Prata \ Chuva de Prata,Antophyta,Magnoliopsida,Lamiales,Scrophulariaceae,,Leucophyllum frutescens,"Praça Getúlio Vargas, Janúaria - MG",,Cultivada,Lara Orrany,,,,,,
Scrophulariaceae S1,912,S1.6,Buddleja cordata,Folha de Prata \ Chuva de Prata,Antophyta,Magnoliopsida,Lamiales,Scrophulariaceae,,Buddleja cordata,Januária MG,,Cultivada,Higor,,,,,,
Scrophulariaceae S1,913,S1.7,Leucophyllum frutescens,Folha de Prata \ Chuva de Prata,Antophyta,Magnoliopsida,Lamiales,Scrophulariaceae,,Leucophyllum frutescens,Januária MG,,Cultivada,Camila Lopo,,,,,,
Sapindaceae S2,914,S2.1,Sapindus Saponari,Saboneteira,Antophyta,Magnoliopsida,Sapindales,Sapindaceae,,Saponari,IFNMG- Campus Januária.,,Nativa,Higor Amarin,,,,,,
Sapindaceae S2,915,S2.2,Magonia pubescens,Tingui,Antophyta,Magnoliopsida,Sapindales,Sapindaceae,,Pubescens,Bonito de Minas-MG,,Nativa,Camila Lopo,,,,,,
Sapindaceae S2,916,S2.3,Paullinia pinnata,Serjania,Antophyta,Magnoliopsida,Sapindales,Sapindaceae,,Pinata,Feira da Mata-BA,,Exótica,Camila Lopo,,,,,,
Sapindaceae S2,917,S2.4,Serjania lethalis,"Cipó uva, Cipó Timbo",Antophyta,Magnoliopsida,Sapindales,Sapindaceae,,Lethalis,"Umbuzeiro, Lontra-MG",,Nativa,Aline R. Cordeiro,,,,,,
Sapindaceae S2,918,S2.5,Serjania lethalis,Cipó timbro,Antophyta,Magnoliopsida,Sapindales,Sapindaceae,,Serjania lethalis,Brejo - Januária MG,,,Rayane da Silva Rocha,,,,,,
Sapindaceae S2,919,S2.6,Paullinia pinnata,Cipo Timbo,Antophyta,Magnoliopsida,Sapindales,Sapindaceae,,Paullinia pinnata,Januária MG,,,Veronica de Fátima,,,,,,
Sapindaceae S2,920,S2.7,Paullinia pinnata,Cipo Timbo,Antophyta,Magnoliopsida,Sapindales,Sapindaceae,,Paullinia pinnata,Bonito de Minas - MG,,,Samara,,,,,,
Sapindaceae S2,921,S2.8,Serjania lethalis,Tequiri,Antophyta,Magnoliopsida,Sapindales,Sapindaceae,,Serjania lethalis,IFNMG- Campus Januária.,,,Lucas Figueiredo,,,,,,
Sapindaceae S2,922,S2. 9,Dilodendron bipinnatum,Maria-pobre,Antophyta,Magnoliopsida,Sapindales,Sapindaceae,,Dilodendron bipinnatum,15º 26' 49.28''S 44º 24' 39.1'' W 552 m,,Nativa,Wellerson Nunes,,,,,,
Sapindaceae S2,923,S2.10,Talisia esculenta,Pitomba,Antophyta,Magnoliopsida,Sapindales,Sapindaceae,,esculenta,"14º39'13.674S 44º0'17.256""W",,Nativa,Ana Maria da Silva Andrade,,,,,,
Sapindaceae S2,924,S2.11,Serjania lethalis,Cipó timbro,Antophyta,Magnoliopsida,Sapindales,Sapindaceae,,lethalis,Januária MG,,Nativa,Nivia Alves da Silva,,,,,,
Sapindaceae S2,925,S2.12,Magonia pubescens,Tingui,Antophyta,Magnoliopsida,Sapindales,Sapindaceae,,Pubescens,LAST.S 15°26'49'' e LONG.O 44°24'20'',,Nativa,Pedro Mateus Farias,,,,,,
Sapindaceae S2,926,S2.13,Dilodendron bipinnatum,Maria-pobre,Antophyta,Magnoliopsida,Sapindales,Sapindaceae,,bipinnatum,"LAT.S: 15°26'48"" e LONG.O: 44°24'38""",,Nativa,Pedro Mateus Farias,,,,,,
Sapindaceae S2,927,S2.14,Talisia esculenta,,,,,,,,"IFNMG - Campus Januária (-14.950, -44.216)",,,Reinaldo Bispo,,,,,,
Sapindaceae S2,928,S2.15,Magonia pubescens,Tingui,,,,,,,"15º26,43`S -44º24,13`W 554m",,,Ernando dos Santos de Oliveira,,,,,,
Sapindaceae S2,929,S2.16,Magonia pubescens,,,,,,,,"15º26, 49-28`S 44º24, 3211` W 552m",,,Maria Eduarda,,,,,,
Strelitziaceae S3,930,S3.1,Strelitzia regina Aiton,Ave do Paraíso,Antophyta,Liliopsida,Zingiberales,Strelitziaceae,,Strelitzia regina Aiton,"Barão de São Romão, Januária-MG",,Exótica,Victor Campos,,,,,,
Strelitziaceae S3,931,S3.2,Strelitzia regina Aiton,"Ave do Paraíso, Estrelicia",Antophyta,Liliopsida,Zingiberales,Strelitziaceae,,Strelitzia regina Aiton,IFNMG-Campus Januária,,Exótica,Camila Lopo,,,,,,
Strelitziaceae S3,932,S3.3,strelitzia regina Aiton,Ave do Paraiso,Antophyta,Liliopsida,Zingiberales,Strelitziaceae,,strelitzia regina Aiton,Desconhecido,,,João Vitor Ferreira,,,,,,
Solanaceae S4,933,S4. 1,Solanum paniculatum L.,Jurubeba,Antophyta,Magnoliopsida,Solanales,Solanaceae,,Solanum paniculatum L.,IFNMG - Januária MG,,,Arthur Ferreira,,,,,,
Solanaceae S4,934,S4.2,Solanum paniculatum L.,Jurubeba,Antophyta,Magnoliopsida,Solanales,Solanaceae,,Solanum paniculatum L.,"R: 8, N° 28, Januária - MG",,,Caroline,,,,,,
Solanaceae S4,935,S4.3,Solanum laciniatum,Maça de canauru,Antophyta,Magnoliopsida,Solanales,Solanaceae,,Solanum laciniatum,"R: Amazonas, Lontra - MG",,,Jessica Mendes,,,,,,
Solanaceae S4,936,S4.4,Capsicum annuum,Pimenta,Antophyta,Magnoliopsida,Solanales,Solanaceae,,Capsicum annuum,São João da Ponte - MG,,,Keity Milena,,,,,,
Solanaceae S4,937,S4.5,Capsicum annuum,Pimentinha caiena,Antophyta,Magnoliopsida,Solanales,Solanaceae,,Capsicum annuum,"R: Emilio Magalhães, 1254. Januária - MG",,,Adriele,,,,,,
Solanaceae S4,938,S4.6,Solanum pimpiellifolium L.,Tomate Cereja,Antophyta,Magnoliopsida,Solanales,Solanaceae,,Solanum pimpiellifolium L.,"Curral Velho, São Francisco - MG",,,Renata Almeida,,,,,,
Solanaceae S4,939,S4.7,Solanum lycopersicum L.,Tomate,Antophyta,Magnoliopsida,Solanales,Solanaceae,,Solanum lycopersicum L.,Desconhecido,,,Janaína Ferreira,,,,,,
Solanaceae S4,940,S4.8,Solanum americanum,Maria-Pretinha,Antophyta,Magnoliopsida,Solanales,Solanaceae,,Solanum americanum,Bonito de Minas - MG,,,Eduardo Gomes,,,,,,
Solanaceae S4,941,S4.9,Solanum frutescens L.,Pimenta Malagueta,Antophyta,Magnoliopsida,Solanales,Solanaceae,,Solanum frutescens L.,Desconhecido,,,José Mourão,,,,,,
Solanaceae S4,942,S4.10,Solanum lycopersicum L.,Tomate,Antophyta,Magnoliopsida,Solanales,Solanaceae,,Solanum lycopersicum L.,IFNMG - Januária MG,,,Gabriel Vitor,,,,,,
Solanaceae S4,943,S4.11,Solanum paniculatum L.,Jurubeba,Antophyta,Magnoliopsida,Solanales,Solanaceae,,Solanum paniculatum L.,IFNMG - Januária MG,,,Camila Lopo,,,,,,
Solanaceae S4,944,S4.12,Solanum paniculatum L.,Jurubeba,Antophyta,Magnoliopsida,Solanales,Solanaceae,,Solanum paniculatum L.,"Fazenda Lagoa Nova, Patis - MG",,,Gabryella Rocha Gusmão,,,,,,
Solanaceae S4,945,S4.13,Capsicum annuum,Pimenta,Antophyta,Magnoliopsida,Solanales,Solanaceae,,Capsicum annuum,Januária - MG,,,Juliana Durães,,,,,,
Solanaceae S4,946,S4.14,Solanum lycopersicum L.,Tomate,Antophyta,Magnoliopsida,Solanales,Solanaceae,,Solanum lycopersicum L.,Jaíba/MG,,Cultivada,Ana Julia de Souza,,,,,,
Solanaceae S4,947,S4.15,Solanum lycocarpum,Lobeira,Antophyta,Magnoliopsida,Solanales,Solanaceae,,Solanum lycocarpum,Januária - MG,,,Samara Arcanjo,,,,,,
Solanaceae S4,948,S4.16,Solanum paniculatum L.,Jurubeba,Antophyta,Magnoliopsida,Solanales,Solanaceae,,Solanum paniculatum L.,Comunidade remanescente quilombola de Tabua,,,Ana Carolina Silva Braga,,,,,,
Solanaceae S4,949,S4.17,Solanum paniculatum L.,Jurubeba,Antophyta,Magnoliopsida,Solanales,Solanaceae,,Solanum paniculatum L.,Januária - MG,,,Veronica de Fátima,,,,,,
Solanaceae S4,950,S4.18,Solanum lycopersicum L.,Tomate,Antophyta,Magnoliopsida,Solanales,Solanaceae,,Solanum lycopersicum L.,Riacho da Cruz - Januária - MG,,,Carlos Gabriel Lopes Santos,,,,,,
Solanaceae S4,951,S4.19,Solanum lycocarpum,Lobeira,Antophyta,Magnoliopsida,Solanales,Solanaceae,,Solanum lycocarpum,IFNMG - Campus Januária,,,Lucas Figueiredo,,,,,,
Solanaceae S4,952,S4.20,Solanum lycopersicum L.,Tomate,Antophyta,Magnoliopsida,Solanales,Solanaceae,,Solanum lycopersicum L.,Desconhecido,,,Tauana,,,,,,
Solanaceae S4,953,S4.21,Solanum lycopersicum var. cerasiforme,Tomate cereja,Antophyta,Magnoliopsida,Solanales,Solanaceae,,Solanum lycopersicum var. cerasiforme,Jaíba - MG,,,Guilherme Cangussu,,,,,,
Solanaceae S4,954,S4.22,Solanum mauritianum,Jurubeba,Antophyta,Magnoliopsida,Solanales,Solanaceae,,mauritianum,15º 27' 6.29'' S 44º 21' 54.26'' O Fruticultura IFNMG Campus Januária,,Nativa,Tiago de Souza Rodrigues,,,,,,
Solanaceae S4,955,S4.23,Solanum paniculatum L.,Jurubeba,Antophyta,Magnoliopsida,Solanales,Solanaceae,,Solanum paniculatum L.,"15°27'05""S 44°21'57""W 476m",,Nativa,Wellerson Nunes,,,,,,
Solanaceae S4,956,S4. 24,Solanum paniculatum L.,Jurubeba,Antophyta,Magnoliopsida,Solanales,Solanaceae,,Solanum paniculatum L.,"15°27'05""S 44°21'57""W 476m",,Nativa,Ernando Santos de Oliveira,,,,,,
Solanaceae S4,957,S4.25,Solanum frutescens L.,Pimenta malagueta,Antophyta,Magnoliopsida,Solanales,Solanaceae,,frutescens L.,Riacho da Cruz - Januária - MG,,Nativa,Paula Vitória Santos Alkmin,,,,,,
Solanaceae S4,958,S4.26,Solanum paniculatum L.,Jurubeba,Antophyta,Magnoliopsida,Solanales,Solanaceae,,paniculatum L.,IFNMG- Campus Januária MG,,Nativa,Nivia Alves da Silva,,,,,,
Solanaceae S4,959,S4.27,Solanum mauritianum,Fumo bravo,Antophyta,Magnoliopsida,Solanales,Solanaceae,,mauritianum,"-15,3648241, -44,2654647",,Nativa,Kaio Rodrigues da Silva,,,,,,
Solanaceae S4,960,S4.28,Capsicum frutescens L.,Pimenta malagueta,Antophyta,Magnoliopsida,Solanales,Solanaceae,,frutescens L.,"14°39'16,656''S 44°0'9,612''W",,Nativa,Elaine Cristina Santos Almeida,,,,,,
Solanaceae S4,961,S4.29,Solanum paniculatum L.,Jurubeba,Antophyta,Magnoliopsida,Solanales,Solanaceae,,paniculatum L.,,,,Gustavo Brito,,,,,,
Solanaceae S4,962,S4.30,Capsicum frutescens,Pimenta Malageta,,,,,,,,,,Gustavo Brito,,,,,,
Solanaceae S4,963,S4.31,Solanum paniculatum L.,Jurubeba,Anthophyta,Magnoliopsida,Solanales,Solanaceae,,paniculatum L.,"LAT.S: 15°27'8"" e LONG.O: 44°22'12""",,Nativa,Pedro Mateus,,,,,,
Solanaceae S4,964,S4. 32,Solanum lycopersicum,Tomateiro,Anthophyta,Magnoliopsida,Solanales,Solanaceae,,lycopersicum,IFNMG - Januária,,Cultivada,Desconhecido,,,,,,
Solanaceae S4,965,S4. 33,Solanum melongena L.,Berinjela,Anthophyta,Magnoliopsida,Solanales,Solanaceae,,melongena L.,IFNMG - Januária,,Cultivada,Desconhecido,,,,,,
Solanaceae S4,966,S4.34,Solanum viarum,Joá-bravo,Anthophyta,Magnoliopsida,Solanales,Solanaceae,,viarum,LAT.S 15°28'10'' e LONG.O 44°21'55'',,Nativa,Tiago Emanoel de Castro Sales,,,,,,
Santalaceae S5,967,S5.1,Viscum eoloratum,Viscum coloratum,Antophyta,Magnoliopsida,santalales,Santalaceae,,Viscum eoloratum,"Vila Jadete, Januária/MG",,,Eduardo Gomes Leite,,,,,,
Verbenaceae V1,968,V1.1,Rubus ulmiflius,Amora negra,Antophyta,Magnoliopsida,Rosales,Verbenaceae,,Rubus ulmifolius Schott,Brejo do amparo - Januária MG,,Cultivada,Jaqueline,,,,,,
Verbenaceae V1,969,V1.2,Glandularia hybrida,Rosa falsa verbena,Antophyta,Magnoliopsida,Rosales,Verbenaceae,,Glandularia × hybrida,IFNMG - Januária MG,,Cultivada,Maria Cecilia,,,,,,
Verbenaceae V1,970,V1.3,Glandularia tenera (spreng),Onze horas (cor rosa),Antophyta,Magnoliopsida,Rosales,Verbenaceae,,Glandularia tenera (spreng),IFNMG - Januária MG,,Nativa,Mirelle Aléxia,,,,,,
Verbenaceae V1,971,V1.4,Glandularia canadensis,Rosa falsa verbena,Antophyta,Magnoliopsida,Rosales,Verbenaceae,,Glandularia canadensis,Bonito de Minas - MG,,Exótica,Juliana,,,,,,
Verbenaceae V1,972,V1.5,Congea tomentosa,Côngea,Antophyta,Magnoliopsida,Rosales,Verbenaceae,,Congea tomentosa,Januária - MG,,Exótica,Igor Francisco,,,,,,
Verbenaceae V1,973,V1.6,Glandularia hybrida,Verbena ( cor amarelo e vermelho),Antophyta,Magnoliopsida,Rosales,Verbenaceae,,Glandularia × hybrida,Januária - MG,,Cultivada,Arthur Ferreira,,,,,,
Verbenaceae V1,974,V1.7,Congea tomentosa,Côngea,Antophyta,Magnoliopsida,Rosales,Verbenaceae,,Congea tomentosa,Januária - MG,,Exótica,Ana Clara Ribeiro,,,,,,
Verbenaceae V1,975,V1.8,Lantana camara,Lantana ou cambará,Antophyta,Magnoliopsida,Rosales,Verbenaceae,,Lantana camara ssp. aculeata,IFNMG - Januária MG,,Naturalizada,Lucas Alves Ferreira,,,,,,
Verbenaceae V1,976,V1.9,Duranta erecta L.,Pingo de ouro,Antophyta,Magnoliopsida,Rosales,Verbenaceae,,Duranta erecta L.,"R. Dois, Clube Jussara - Januária - MG",,Naturalizada,Marlon César Lopes Rodrigues,,,,,,
Verbenaceae V1,977,V1.10,Verbena rígida Spreny.,Erva-arame,Antophyta,Magnoliopsida,Rosales,Verbenaceae,,Verbena rígida Spreny.,IFNMG-Januária,,Nativa,Manuela Gonçalves de Almeida,,,,,,
Verbenaceae V1,978,V1.11,Lantana camara L.,Camaradinha,Antophyta,Magnoliopsida,Rosales,Verbenaceae,,Lantana camara L.,"-15.48185, -44,35202",,Naturalizada,Desconhecido,,,,,,
Verbenaceae V1,979,V1.12,Petrea Yolubilis,Flor de São Miguel,Antophyta,Magnoliopsida,Rosales,Verbenaceae,,Petrea Yolubilis,São João das Missões,,Nativa,Fábio,,,,,,
Verbenaceae V1,980,V1.13,Verbena cilata Otto ex sweet,Erva de ferro,Antophyta,Magnoliopsida,Rosales,Verbenaceae,,Verbena cilata Otto ex sweet,IFNMG-Januária,,Nativa,Isadora Viana,,,,,,
Verbenaceae V1,981,V1.14,Lippia Alba,Erva-cidreira Brasileira,Antophyta,Magnoliopsida,Rosales,Verbenaceae,,Lippia Alba,"Barreiro, Januária/MG",,Nativa,Matheus L. Brito,,,,,,
Verbenaceae V1,982,V1.15,Glandularia piruviana L.,Glandularia,Antophyta,Magnoliopsida,Rosales,Verbenaceae,,Glandularia piruviana L.,IFNMG-Januária,,Nativa,João Vitor de Castro Viana,,,,,,
Verbenaceae V1,983,V1.16,Duranta erecta,Pingo-de-ouro,Antophyta,Magnoliopsida,Rosales,Verbenaceae,,Duranta erecta L.,Pedras de Maria da Cruz/MG,,Naturalizada,Natannia Oliveira de Souza,,,,,,
Verbenaceae V1,984,V1.17,Lippia Alba,Erva-cidreira,Antophyta,Magnoliopsida,Rosales,Verbenaceae,,Lippia Alba,Pedras de Maria da Cruz,,Nativa,Natannia Oliveira de Souza,,,,,,
Verbenaceae V1,985,V1.18,Lantana camara,Camará,Antophyta,Magnoliopsida,Rosales,Verbenaceae,,Lantana camara,Desconhecido,,Naturalizada,Kayan Luna,,,,,,
Verbenaceae V1,986,V1.19,Glandularia piruviana (L.) Samll,Glandularia,Antophyta,Magnoliopsida,Rosales,Verbenaceae,,Glandularia piruviana (L.) Samll,IFNMG-Januária,,Nativa,Larissa Marinho,,,,,,
Verbenaceae V1,987,V1.20,Lippia alba,Erva cidreira,Antophyta,Magnoliopsida,Rosales,Verbenaceae,,Lippia alba,Comunidade remanescente quilombola de Tabua.,,Nativa,Ana Carolina Silva Braga,,,,,,
Verbenaceae V1,988,V1.21,Lantana camara,Cambará,Antophyta,Magnoliopsida,Rosales,Verbenaceae,,Lantana camara,IFNMG - Campus Januária,,Naturalizada,Veronica de Fátima,,,,,,
Verbenaceae V1,989,V1.22,Lantana montevidensis,Lantana rasteira,Antophyta,Magnoliopsida,Rosales,Verbenaceae,,Lantana montevidensis,Riacho da Cruz,,Nativa,Istefany de Souza,,,,,,
Verbenaceae V1,990,v1.23,Aloysia gratissima,Erva de nossa Senhora,Antophyta,Magnoliopsida,Rosales,Verbenaceae,,Aloysia gratissima,IFNMG - Campus Januária MG,,Nativa,Ana Clara Alves Matos,,,,,,
Verbenaceae V1,991,V1.24,Aloysia gratissima,Alfazema-do-Brasil,Antophyta,Magnoliopsida,Rosales,Verbenaceae,,gratissima,"15°26'41.58""S 44°22'11.31""O",,Nativa,Tiago de Souza Rodrigues,,,,,,
Verbenaceae V1,992,V1.25,Duranta repens,,,,,,,,-15º28`25.3` S -44º21`52.3` W,,,Laressa Gomes,,,,,,
Vochysiaceae V2,993,V2.1,Vochysia ruea,Quina Doce\ Pau Doce,Antophyta,Magnoliopsida,Myrtales,Vochysiaceae,,Vochysia rufa ssp. rufa,Januária\MG,,Nativa,Alcides Fernades,,,,,,
Vitaceae V3,994,V3.1,Cissus verticillata,Insulina Vegetal,Antophyta,Magnoliopsida,Vitales,Vitaceae,,Cissus verticillata (L.) Nicolson & C.E.Jarvis,Januária-MG,,Nativa,Elane Cristina S. Santos,,,,,,
Vitaceae V3,995,V3.2,Cissus verticillata,Videira,Antophyta,Magnoliopsida,Vitales,Vitaceae,,Cissus verticillata,IFNMG - Campus Januária MG,,Nativa,Guilherme Cangussu,,,,,,
